LECT_PV1,MATHS_PV1,f1,f24,qe61,qe62,qe63,qe64,qe64a,qe65,qe66,qe67,qe68,qe69,qe610,qe611,qe612,qe613,qe614,qe615,qe616a,qe616b,qe616c,qe616d,qe616e,qe617,qe617a,qe617b,qe617d,qe618,qe618a,qe619,qe619a,qe620,qe621a,qe621b,qe621c,qe621e,qe621f,qe621g,qe621h,qe621i,qe621j,qe622a,qe622b,qe622c,qe622d,qe622f,qe622g,qe622i,qe623,qe624,qe625,qe626,qe627,qe628,qe630a,qe630b,qe630c,qe630d,qe630e,qe630f,qe630g,qe631b,qe631c,qe631d,qe631e,qe631f,qe632a,qe632b,qe632c,qe632d,qe632e,qe632f,qe632g,qe633a,qe633b,qe633c,qe633d,qe633e,qe633f,qe633g,qm61,qm62,qm63,qm64,qm65a,qm65b,qm66,qm66aa,qm66ab,qm66ba,qm66bc,qm66bd,qm66bg,qm66bh,qm66ca,qm67a,qm67b,qm67c,qm67e,qm67f,qm67g,qm67h,qm67i,qm67j,qm68,qm69,qm611,qm612,qm613a,qm613b,qm614,qm615a,qm615b,qm615c,qm615d,qm615e,qm616a,qm616b,qm616c,qm616d,qm616e,qm616f,qm616g,qm616h,qm616i,qm616j,qm617a,qm618a,qm618b,qm618c,qm618d,qm620a,qm620b,qm620c,qm620d,qm620e,qm620f,qm620g,qm620h,qm620i,qm620j,qm620k,qm620l,qm620m,qm620o,qm620q,qm620r,qm621a,qm622,qm623,qm624a,qm624c,qm624e,qm625a,qm625c,qm625e,qm625ee,qm626a,qm626b,qm626c,qm626d,qm626e,qm627a,qm627b,qm627c,qm627d,qm628a,qm629,qm630b,qm630c,qm630d,qm630e,qm630f,qm631,qm632,qm633,qm634a,qm634b,qm634c,qm635a,qm635b,qm635c,qm635d,qm635e,qm635f,qm636,qm637a,qm637b,qm637c,qm637d,qm637e,qm637f,qm637g,qm638,qm639,qm642a,qm642c,qm642f,qm643a,qm643b,qm643c,qm643d,qm643e,qm643f,qm644,qm645,qm647a,qm647b,qm647c,qm647d,qm647e,qm648,qm649,qm650,qm651b,qm651c,qm651d,qm652a,qm653a,qm653b,qm653c,qm653d,qm653e,qm653f,qm653g,qm654a,qm654b,qm654c,qm655a,qm655b,qm655c,qm655d,qm655f,qm655g,qm655h,qm655i,qm655j,qm655k,qm656,qm657,qm658a,qm658b,qm658c,qm658d,qm658e,qm658f,qm658g,qm658h,qm658i,qm658j,qm658k,qm658l,qm658m,qm658n,qm658o,qm659a,qm659b,qm660a,qm660b,qm660c,qm661a,qm662,qm663,qm664,qm664b,qm665a,qm665b,qm665c,qm665d,qm665e,qm665f,qm665g,qm665h,qm665i,qm665j,qm665k,qm665l,qm665m,qm665n,qm665o,qm665r,qm666a,qm666b,qm667a,qm668,qm669a,qm669b,qm669c,qm669d,qm669f,qm669g,qm669h,qm669j,qm670a,qm670b,qd1,qd2,qd3,qd4,qd5a,qd5b,qd6,qd7a,qd7b,qd8a,qd8b,qd9a,qd9b,qd10,qd11,qd12,qd13,qd14,qd15a,qd15b,qd16,qd17a,qd17b,qd17c,qd17d,qd17e,qd18a,qd18b,qd18c,qd18d,qd18e,qd18f,qd18g,qd18h,qd18i,qd19a,qd19b,qd20a,qd20b,qd20e,qd20f,qd22a,qd22b,qd22c,qd22d,qd23,qd24,qd25a,qd25c,qd25e,qd25f,qd25h,qd25k,qd26,qd27,qd28,qd29,qd30c,qd30d,qd30e,qd31,qd32,qd33a,qd35,qd36,qd37a,qd38a,qd38b,qd39,qd40a,qd40b,qd40c,qd40d,qd40e,qd41a,qd41b,qd41c,qd41d,qd41e,qd42a,qd42b,qd42c,qd42e,qd42f,qd42g,qd42i,qd42j,qd42k,qd42l,qd43a,qd43b,qd43c,qd43d,qd43e,qd43f,qd43g,qd43h,qd43i,qd43j,qd43k,qd43l,qd44a,qd44b,qd44c,qd44d,qd44e,qd44f,qd44g,qd45a,qd45b,qd45c,qd45d,qd45f,qd45g,qd45h,qd45j,qd45k,qd46a,qd46b,qd47a,qd47b,qd49a,qd49b,qd49c,qd49d,qd49e,qd49f,qd49g,qd49h,qd49i,qd49j,qd49k,qd49l,qd49m,qd49n,qd49o,qd49p,qd49q,qd49r,qd49s,qd50,qd51,qd52b,qd52c,qd53a,qd55a,qd55b,qd55c,qd55d,qd56a,qd56c,qd57,qd58,qd59b,qd60,qd61,qd62a,qd62b,qd63a,qd63b,qd63c,qd63d,qd64b,qd65a,qd65b,qd65c,qd65d,qd65e,qd65f,qd65g,qd65h,qd65i,qd65j,qd65k,qd65l,qd65m,qd65n,qd65p,qd65r,qd66a,qd66b,qd66c,qd66e,qd66f,qd66g,qd66h,qd66i,qd66j,qd67a,qd67b,qd67c,qd68,rasch_ses,SES,rasch_goutmath,GOUT_MATHS,rasch_perception_elv,INDICE_PERCEPT_ELV,rasch_ressourcespedidact_maitre,rasch_perception,rasch_avantages,rasch_ressourcespedidact_ecole,rasch_amenagterritoire,INDICE_AMENAG_TERRI,rasch_implicatcomunaute,rwgt1,W_SCH_ADJ6
637.0135498,624.0790405,3,4,11,2,1,2, ,2,2,2,2,2,2,3,4,4,4,3,1,1,1,1,1,1,3,2,1,1,2,1,2,3,1,1,2,2,1,1,2,2,1,1,2,1,1,1,2,2,5,1,2,1,2,2,2,2,1,2,2,3,4,1,4,1,4,2,2,2,2,2,4,1,4,2,2,3,2,4,2,2,1,52,8,1,2,1996,2,1,15,2,1,1,2,5,2,1,5,2,1,1,1,2,1,1,2,3,1,7,1,1,1,2,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,3,5,5,5,5,5,1,2,1,3,1,1,2,2,3,3,3,1,1,1,1,1,1,2,1,2,1,2,2,5,1,1,1,1,1,1,2,2,3,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,2,2,1,1,1,2,2,2,2,2,3,2,3,2,2,2,2,2,3,3,3,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,1,1,1,5,0,10,28,0,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1,1,0,0,21,2,1,2,2,2,2,1,2,2,21,16,2,33,12,1,1, , ,1,4,2, ,1,4,2,3,5,3,10,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,1,2,2,2,2,10,1,1,1,1,2,2,2,4,2,3,3,1,1,1,1,1,1,2,1,1,2,0,1,3,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2, ,1,1,1,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2, ,2,1,1,1,1,2,1,2,2,1,2, ,1,1000000,1,3580000,501200,5012000,0,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,0.558242501,58.48817825,-0.573067828,51.40859604,-0.578684742,49.38829422,1.6893143,0.270926724,-1.072756715,3.025499661,-0.431935141,49.40575409,-2.558795637,236.6747589,63.96615219
621.494873,707.2469482,7,1,10,1,1,2, ,2,2,1,1,2,1,3,4,4,3,2,1,1,1,1,1,1,3,1,2,1,2,1,2,2,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,2,5,1,1,1,2,1,2,1,4,4,2,2,4,2,4,3,2,2,2,2,3,2,3,2,3,4,2,3,2,3,2,3,1,52,8,1,2,1996,2,1,15,2,1,1,2,5,2,1,5,2,1,1,1,2,1,1,2,3,1,7,1,1,1,2,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,3,5,5,5,5,5,1,2,1,3,1,1,2,2,3,3,3,1,1,1,1,1,1,2,1,2,1,2,2,5,1,1,1,1,1,1,2,2,3,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,2,2,1,1,1,2,2,2,2,2,3,2,3,2,2,2,2,2,3,3,3,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,1,1,1,5,0,10,28,0,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1,1,0,0,21,2,1,2,2,2,2,1,2,2,21,16,2,33,12,1,1, , ,1,4,2, ,1,4,2,3,5,3,10,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,1,2,2,2,2,10,1,1,1,1,2,2,2,4,2,3,3,1,1,1,1,1,1,2,1,1,2,0,1,3,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2, ,1,1,1,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2, ,2,1,1,1,1,2,1,2,2,1,2, ,1,1000000,1,3580000,501200,5012000,0,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,0.770236145,60.0055542,-0.106316568,55.52383423,-0.364583091,51.62009811,1.6893143,0.270926724,-1.072756715,3.025499661,-0.431935141,49.40575409,-2.558795637,236.6747589,63.96615219
702.7011719,721.2236938,7,4,10,2,2,2, ,1,2,2,2,2,2,3,4,4,4,2,1,1,1,1,1,1,4, , ,1,2,1,2,2,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,5,2,1,1,2,1,2,1,2,4,3,3,4,1,4,1,4,2,1,1,2,1,4,1,4,1,1,4,1,4,1,4,1,52,8,1,2,1996,2,1,15,2,1,1,2,5,2,1,5,2,1,1,1,2,1,1,2,3,1,7,1,1,1,2,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,3,5,5,5,5,5,1,2,1,3,1,1,2,2,3,3,3,1,1,1,1,1,1,2,1,2,1,2,2,5,1,1,1,1,1,1,2,2,3,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,2,2,1,1,1,2,2,2,2,2,3,2,3,2,2,2,2,2,3,3,3,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,1,1,1,5,0,10,28,0,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1,1,0,0,21,2,1,2,2,2,2,1,2,2,21,16,2,33,12,1,1, , ,1,4,2, ,1,4,2,3,5,3,10,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,1,2,2,2,2,10,1,1,1,1,2,2,2,4,2,3,3,1,1,1,1,1,1,2,1,1,2,0,1,3,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2, ,1,1,1,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2, ,2,1,1,1,1,2,1,2,2,1,2, ,1,1000000,1,3580000,501200,5012000,0,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,0.987885968,61.56341553,-4.166690524,19.72444725,-1.360367117,41.24000931,1.6893143,0.270926724,-1.072756715,3.025499661,-0.431935141,49.40575409,-2.558795637,236.6747589,63.96615219
599.6658936,638.6813965,7,1,12,1,1,2, ,1,2,1,2,2,1,3,1,4,3,2,1,1,2,1,1,1,3,1,2,1,2,1,2,2,1,2,1,1,1,2,2,2,2,1,2,1,2,2,2,2,5,1,2,1,2,2,2,2,2,3,3,2,4,2,3,3,4,2,2,2,2,2,3,2,3,1,2,2,1,3,2,3,1,52,8,1,2,1996,2,1,15,2,1,1,2,5,2,1,5,2,1,1,1,2,1,1,2,3,1,7,1,1,1,2,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,3,5,5,5,5,5,1,2,1,3,1,1,2,2,3,3,3,1,1,1,1,1,1,2,1,2,1,2,2,5,1,1,1,1,1,1,2,2,3,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,2,2,1,1,1,2,2,2,2,2,3,2,3,2,2,2,2,2,3,3,3,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,1,1,1,5,0,10,28,0,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1,1,0,0,21,2,1,2,2,2,2,1,2,2,21,16,2,33,12,1,1, , ,1,4,2, ,1,4,2,3,5,3,10,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,1,2,2,2,2,10,1,1,1,1,2,2,2,4,2,3,3,1,1,1,1,1,1,2,1,1,2,0,1,3,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2, ,1,1,1,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2, ,2,1,1,1,1,2,1,2,2,1,2, ,1,1000000,1,3580000,501200,5012000,0,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,-0.261065453,52.62386703,-0.843494494,49.02430725,-0.578684742,49.38829422,1.6893143,0.270926724,-1.072756715,3.025499661,-0.431935141,49.40575409,-2.558795637,236.6747589,63.96615219
575.1552124,586.9191284,7,4,11,2,1,2, ,1,2,2,2,2,2,3,4,4,4,2,1,1,1,1,1,1,4, , ,1,2,1,2,2,1,2,1,2,1,1,2,2,1,1,1,1,1,2,2,2,5,2,2,2,2,2,2,2,2,4,3,1,4,1,4,1,4,3,1,1,2,1,4,1,2,1,1,4,2,4,2,4,1,52,8,1,2,1996,2,1,15,2,1,1,2,5,2,1,5,2,1,1,1,2,1,1,2,3,1,7,1,1,1,2,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,3,5,5,5,5,5,1,2,1,3,1,1,2,2,3,3,3,1,1,1,1,1,1,2,1,2,1,2,2,5,1,1,1,1,1,1,2,2,3,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,2,2,1,1,1,2,2,2,2,2,3,2,3,2,2,2,2,2,3,3,3,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,1,1,1,5,0,10,28,0,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1,1,0,0,21,2,1,2,2,2,2,1,2,2,21,16,2,33,12,1,1, , ,1,4,2, ,1,4,2,3,5,3,10,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,1,2,2,2,2,10,1,1,1,1,2,2,2,4,2,3,3,1,1,1,1,1,1,2,1,1,2,0,1,3,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2, ,1,1,1,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2, ,2,1,1,1,1,2,1,2,2,1,2, ,1,1000000,1,3580000,501200,5012000,0,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,-0.05719464,54.08309937,-2.328422523,35.93203354,-0.578684742,49.38829422,1.6893143,0.270926724,-1.072756715,3.025499661,-0.431935141,49.40575409,-2.558795637,236.6747589,63.96615219
636.2161255,681.2226563,7,1,10,1,1,2, ,1,2,1,2,2,2,3,2,4,3,3,1,1,1,1,1,1,3,2,1,1,2,1,2,2,1,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,4,1,2,1,2,2,1,2,2,3,3,2,4,2,1,3,4,2,2,2,2,2,3,2,3,1,2,2,1,4,1,1,1,52,8,1,2,1996,2,1,15,2,1,1,2,5,2,1,5,2,1,1,1,2,1,1,2,3,1,7,1,1,1,2,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,3,5,5,5,5,5,1,2,1,3,1,1,2,2,3,3,3,1,1,1,1,1,1,2,1,2,1,2,2,5,1,1,1,1,1,1,2,2,3,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,2,2,1,1,1,2,2,2,2,2,3,2,3,2,2,2,2,2,3,3,3,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,1,1,1,5,0,10,28,0,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1,1,0,0,21,2,1,2,2,2,2,1,2,2,21,16,2,33,12,1,1, , ,1,4,2, ,1,4,2,3,5,3,10,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,1,2,2,2,2,10,1,1,1,1,2,2,2,4,2,3,3,1,1,1,1,1,1,2,1,1,2,0,1,3,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2, ,1,1,1,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2, ,2,1,1,1,1,2,1,2,2,1,2, ,1,1000000,1,3580000,501200,5012000,0,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,-0.468049436,51.14234924,-0.843494494,49.02430725,-0.811313111,46.96336746,1.6893143,0.270926724,-1.072756715,3.025499661,-0.431935141,49.40575409,-2.558795637,236.6747589,63.96615219
612.2177734,628.6644897,7,7,10,2,1,2, ,1,1,1,2,1,1,3,4,3,4,2,1,1,2,1,1,1,3,1,1,1,2,1,2,2,1,2,1,2,2,1,2,2,2,1,1,1,1,2,2,2,4,1,2,2,2,1,2,2,2,4,2,2,4,1,3,2,3,2,1,1,2,2,3,2,3,2,2,3,2,3,2,3,1,52,8,1,2,1996,2,1,15,2,1,1,2,5,2,1,5,2,1,1,1,2,1,1,2,3,1,7,1,1,1,2,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,3,5,5,5,5,5,1,2,1,3,1,1,2,2,3,3,3,1,1,1,1,1,1,2,1,2,1,2,2,5,1,1,1,1,1,1,2,2,3,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,2,2,1,1,1,2,2,2,2,2,3,2,3,2,2,2,2,2,3,3,3,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,1,1,1,5,0,10,28,0,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1,1,0,0,21,2,1,2,2,2,2,1,2,2,21,16,2,33,12,1,1, , ,1,4,2, ,1,4,2,3,5,3,10,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,1,2,2,2,2,10,1,1,1,1,2,2,2,4,2,3,3,1,1,1,1,1,1,2,1,1,2,0,1,3,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2, ,1,1,1,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2, ,2,1,1,1,1,2,1,2,2,1,2, ,1,1000000,1,3580000,501200,5012000,0,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,-0.05719464,54.08309937,-0.573067828,51.40859604,-0.578684742,49.38829422,1.6893143,0.270926724,-1.072756715,3.025499661,-0.431935141,49.40575409,-2.558795637,236.6747589,63.96615219
647.2205811,714.8967285,7,7,11,2,1,2, ,1,2,1,1,2,1,3,4,4,4,2,1,1,1,1,1,1,3,1,1,1,2,1,2,3,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,5,1,2,1,2,1,2,2,2,4,3,3,3,1,4,4,3,3,1,2,2,1,4,1,4,2,2,3,1,3,2,4,1,52,8,1,2,1996,2,1,15,2,1,1,2,5,2,1,5,2,1,1,1,2,1,1,2,3,1,7,1,1,1,2,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,3,5,5,5,5,5,1,2,1,3,1,1,2,2,3,3,3,1,1,1,1,1,1,2,1,2,1,2,2,5,1,1,1,1,1,1,2,2,3,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,2,2,1,1,1,2,2,2,2,2,3,2,3,2,2,2,2,2,3,3,3,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,1,1,1,5,0,10,28,0,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1,1,0,0,21,2,1,2,2,2,2,1,2,2,21,16,2,33,12,1,1, , ,1,4,2, ,1,4,2,3,5,3,10,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,1,2,2,2,2,10,1,1,1,1,2,2,2,4,2,3,3,1,1,1,1,1,1,2,1,1,2,0,1,3,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2, ,1,1,1,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2, ,2,1,1,1,1,2,1,2,2,1,2, ,1,1000000,1,3580000,501200,5012000,0,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,1.957994175,68.50710297,-1.144216682,46.37290573,-0.811313111,46.96336746,1.6893143,0.270926724,-1.072756715,3.025499661,-0.431935141,49.40575409,-2.558795637,236.6747589,63.96615219
705.8286133,732.1690674,7,7,10,2,1,2, ,1,1,1,2,1,1,3,4,3,4,2,1,1,1,1,1,1,3,1,1,1,2,1,2,2,1,2,1,1,1,1,2,2,2,1,1,1,2,2,2,2,5,1,2,1,1,2,1,1,1,4,2,2,4,1,2,1,3,2,1,1,3,2,4,2,4,3,2,3,2,3,2,3,1,52,8,1,2,1996,2,1,15,2,1,1,2,5,2,1,5,2,1,1,1,2,1,1,2,3,1,7,1,1,1,2,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,3,5,5,5,5,5,1,2,1,3,1,1,2,2,3,3,3,1,1,1,1,1,1,2,1,2,1,2,2,5,1,1,1,1,1,1,2,2,3,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,2,2,1,1,1,2,2,2,2,2,3,2,3,2,2,2,2,2,3,3,3,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,1,1,1,5,0,10,28,0,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1,1,0,0,21,2,1,2,2,2,2,1,2,2,21,16,2,33,12,1,1, , ,1,4,2, ,1,4,2,3,5,3,10,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,1,2,2,2,2,10,1,1,1,1,2,2,2,4,2,3,3,1,1,1,1,1,1,2,1,1,2,0,1,3,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2, ,1,1,1,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2, ,2,1,1,1,1,2,1,2,2,1,2, ,1,1000000,1,3580000,501200,5012000,0,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,0.146028114,55.53769684,-0.328827786,53.56200409,-1.360367117,41.24000931,1.6893143,0.270926724,-1.072756715,3.025499661,-0.431935141,49.40575409,-2.558795637,236.6747589,63.96615219
685.6695557,718.4724121,7,7,11,2,2,2, ,1,1,2,2,2,2,3,4,4,4,2,1,1,1,1,2,1,3,2,2,1,2,1,2,2,1,2,1,1,2,1,1,2,1,1,1,1,2,1,1,2,5,1,2,1,2,2,2,2,2,4,3,3,4,3,4,2,3,2,2,3,3,2,4,2,3,2,3,3,2,4,2,4,1,52,8,1,2,1996,2,1,15,2,1,1,2,5,2,1,5,2,1,1,1,2,1,1,2,3,1,7,1,1,1,2,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,3,5,5,5,5,5,1,2,1,3,1,1,2,2,3,3,3,1,1,1,1,1,1,2,1,2,1,2,2,5,1,1,1,1,1,1,2,2,3,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,2,2,1,1,1,2,2,2,2,2,3,2,3,2,2,2,2,2,3,3,3,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,1,1,1,5,0,10,28,0,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1,1,0,0,21,2,1,2,2,2,2,1,2,2,21,16,2,33,12,1,1, , ,1,4,2, ,1,4,2,3,5,3,10,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,1,2,2,2,2,10,1,1,1,1,2,2,2,4,2,3,3,1,1,1,1,1,1,2,1,1,2,0,1,3,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2, ,1,1,1,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2, ,2,1,1,1,1,2,1,2,2,1,2, ,1,1000000,1,3580000,501200,5012000,0,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,0.770236145,60.0055542,-0.843494494,49.02430725,-1.068723045,44.28011703,1.6893143,0.270926724,-1.072756715,3.025499661,-0.431935141,49.40575409,-2.558795637,236.6747589,63.96615219
